repo_id,name,owner,stars,forks,language,topics,description,industry_code,industry_name,industry_confidence
636987231,BalancedBrackets-CodingChallenge,JuanDiegoGuerra,4,0,JavaScript,,Balanced Brackets Coding Challenge using the 3 kinds of brackets: [] {} (),J,Information and communication,high
177903338,gddownloader-cs,d4n3436,4,0,C#,"csharp, dotnet, geometry-dash, newgrounds", A program for downloading Newgrounds banned audio.,R,"Arts, entertainment and recreation",high
818088928,WebXR-demo3,PeterTXS09,4,1,JavaScript,,,R,"Arts, entertainment and recreation",medium
442660831,TBomb,NextKool,4,1,Python,,Este es un bombardero de SMS y llamadas para Linux y Termux,J,Information and communication,medium
733648894,jcaramantin.github.io,jcaramantin,4,0,JavaScript,,Repository for presentation,J,Information and communication,medium
250013515,wickedtree,edeustua,4,1,Python,,A simple implementation of Wick's theorem using binary trees.,M,"Professional, scientific activities",high
464978465,Leaderboard,Kakalanp,4,0,JavaScript,"api, css, html, html-css-javascript, javascript, leaderboard, modular, webpack","This is a project that let's you see a list of scores using an API, using HTML and CSS to look so stylish and JavaScript, so you can add your own and it will be saved on the list forever!",R,"Arts, entertainment and recreation",medium
459742066,TO-DO-list,Kakalanp,4,0,JavaScript,"algorithms, css, html, javascript, localstorage, modular","This is a simple To-do list page, build with Webpack, HTML, CSS, and mostly JavaScript. You can add, remove, edit and complete tasks, then clear all completed.",J,Information and communication,high
459245981,Awesome-books-with-ES6,Kakalanp,4,0,JavaScript,"css, html, javascript, modular","A simple web app that allows the user to create a list of their favorite books. It uses HTML, CSS and modular JavaScript to manage the addition and removal of different titles and authors.",J,Information and communication,high
531641091,alessandro_portfolio,dalessandro07,4,0,Astro,"portfolio, portfolio-website",Mi sitio web personal.,J,Information and communication,high
245934359,cow-bull,yummta,4,0,JavaScript,,,R,"Arts, entertainment and recreation",medium
255981038,UltraCTW,InsiderAnh,4,9,Java,,UltraCTW,R,"Arts, entertainment and recreation",medium
375090937,llaxta,kucho,4,0,Ruby,,,J,Information and communication,low
398300294,estela-cli,bitmakerla,4,3,Python,"crawling, python, scraping",estela Command Line Client 🕸 ,J,Information and communication,high
981881546,MNIST-diff-flow-matching,CristianLazoQuispe,4,0,Jupyter Notebook,,,M,"Professional, scientific activities",high
1133236982,twitter-news-summary,JorgePasco1,4,0,Rust,,Get a summary from a twitter list right to your Telegram,J,Information and communication,high
260374604,cra-template-clean-cra,JorgePasco1,4,0,HTML,,"Basic, clean create-react-app template.",J,Information and communication,high
892177006,LocalNotificationKMP,EduDev06,4,0,Kotlin,,,J,Information and communication,medium
407070173,react-redux-ts-router-boilerplate,master-bogdan,4,0,TypeScript,"axios, best-practices, boilerplate, react, react-boilerplate, react-boilerplate-template, react-redux, react-redux-boilerplate, react-typescript, react-typescript-boilerplate, redux, typescript","Basic react, redux, typescript boilerplate",J,Information and communication,high
908052121,agentic-patterns-es,A-PachecoT,4,2,Python,,Guía práctica y patrones de diseño para construir agentes de IA con LangGraph y LangChain en español 🤖🔗,M,"Professional, scientific activities",high
844797002,WolframLanguageRuntimeZigDemo,daneelsan,4,0,Mathematica,"wolfram-language, wolfram-mathematica, zig",WolframLanguageRuntime demo in Zig,M,"Professional, scientific activities",high
483136735,Dodgeballz,daneelsan,4,0,Zig,"html5-canvas, webassembly, zig","A mini game using Zig, WASM and JS",R,"Arts, entertainment and recreation",high
200896022,wb-angular-advanced,jcyovera,4,1,TypeScript,,,J,Information and communication,medium
636977365,electron,boomslag,4,0,TypeScript,,Boomslag Studio Electron App,J,Information and communication,high
285884270,stockly,xtrmdarc,4,2,JavaScript,"react, sass, stocks-api","Stockly is the go to website to follow / search stocks daily. This is a React based application that fetches a live updated Stocks API to retrieve precise data. This project consists on 2 pages. On the one hand, we have a master page where we can visualize the Most Gainers and Most Losers Lists, and also a main Stocks List which can be filtered. On the other hand, we have a Stock Detail page. Whenever you click on an item on the Stock List, you will be redirected to the Stock Detail page using React Router.",K,Financial and insurance activities,high
271885109,weather-app,xtrmdarc,4,0,JavaScript,"city, unsplash-api, weather, webpack","I developed a Weather application on my own in which I had the chance to consolidate my knowledge about JS Promises, Asynchronous tasks, working with APIS, and using Webpack as a module manager. The application will automatically detect your city and display its current weather time. You can also search for any other city in the world using the search bar at the top right section. Furthermore, you can select the unit of degree in which you want to get the temperature (ºC or ºF).",J,Information and communication,high
138663301,efficient-english-dictionary-android,jsalinasvela,4,0,Java,,English dictionary that uses rest api to get data and saves to local sqlite db for more efficient search,J,Information and communication,high
194154682,vagrant-k8s,aldenso,4,1,,"ansible, flagger, gke, istio, kubernetes, vagrant",Configure k8s with Istio and Flagger in GCloud using vagrant and ansible,J,Information and communication,high
59713810,gitsearch,aldenso,4,1,Go,"cli, git, github",Small golang program to help you search for users or repos in github,J,Information and communication,high
541342769,rm-vite-ts,Aireck2,4,0,TypeScript,"clean-architecture, react, redux, redux-toolkit, rick-and-morty-api, taiwindcss, typescript, vite, vite-react-typescript",Vite React app applying clean architecture for Gentleman Programming Hackathon,R,"Arts, entertainment and recreation",medium
620960313,fnf-psych-engine-xt,DragShot,4,4,Haxe,"fnf, fnf-engine, haxe, haxeflixel, lua, psych-engine","Yet another fork of Psych Engine, now with more modding-oriented extensions!",R,"Arts, entertainment and recreation",high
845282989,so-long,pandadiestro,4,0,C,,network process signaller/killer made in POSIX C,J,Information and communication,high
667216826,.files,pandadiestro,4,0,Shell,"dotfiles, dotfiles-linux",Personal dotfiles and general configuration files,J,Information and communication,high
581039685,promart_challenge,yuruyuri16,4,0,Dart,"flutter, flutter-bloc, layered-architecture",,G,Wholesale and retail trade,medium
904984374,numeroaletras,user0608,4,0,Go,,"Librería GO para convertir un número a letras, palabras o texto.",K,Financial and insurance activities,high
649282740,advanced-concepts,nestjslatam,4,2,TypeScript,"advanced, nestjs, nestjs-backend, typescript",This is a repository used to follow the advanced concepts official course from NESTJS,J,Information and communication,high
170938986,install_posbox_less,chafarleston,4,9,Shell,,install_posbox_less,G,Wholesale and retail trade,medium
103713092,reconocimiento_facial,carlosgl87,4,0,Python,,"Programa en Python de reconocimiento facial con numpy, pillow y opencv",M,"Professional, scientific activities",medium
87868402,handwritten,jwilliamn,4,4,Python,,Hand written character and digit recognition,M,"Professional, scientific activities",high
856663795,juliogarciape,juliogarciape,4,1,,,👋 This is my personal repo for README 💖,J,Information and communication,high
616834983,twitch-rank,juliogarciape,4,0,JavaScript,"ranking, streaming, twitch, twitch-api, twitch-streams","A NodeJS library to discover top Twitch streams, featuring filters for country, language, or category",R,"Arts, entertainment and recreation",high
727507174,vacocam_render,dceluis,4,0,Jupyter Notebook,"artificial-intelligence, computer-vision, ffmpeg, gpt4, gpt4-api, gpt4-vision, gpt4v",Vision-Assisted Camera Orientation,M,"Professional, scientific activities",high
732219344,streaming-video-downloader,JuanOrbegoso,4,0,Shell,"downloader, livestream, livestreaming, streamlink, twitch",Download live streams from Twitch and other livestreaming services.,R,"Arts, entertainment and recreation",high
360214827,Nitro-Generator-Bot-Discord,x-name15,4,5,Python,,Mass Nitro Generator Bot,J,Information and communication,high
159854563,easy-webhook-plugin,utec,4,2,Java,,"Jenkins Plugin that can receive any HTTP post request like webhook, parse the json body, extract values using JSONPath and trigger a jenkins job with those values as job parameters.",J,Information and communication,high
110566951,stressify,utec,4,3,Java,,100% pure Java application designed to stress http endpoints and  measure its performance simpler and powerful,J,Information and communication,high
989653070,PotAI,adminLTR,4,0,JavaScript,,,A,"Agriculture, forestry and fishing",medium
51882537,Cursos,noamlv,4,4,R,,,P,Education,medium
700698814,robust-english-speech-fluency-classification,jjordanoc,4,0,Jupyter Notebook,"linguistic-analysis, machine-learning, mfcc-features, mlp-classifier, svm-classifier",Fluency level classifier of L2 English speech,P,Education,high
513355137,ajedrez-n,jjordanoc,4,0,C++,"chess-ai, chess-game, gui-application, minimax-alpha-beta-pruning, qt6",Game GUI and AI player for a variant of classic chess,R,"Arts, entertainment and recreation",high
56367330,gwt_socket.io,jumanor,4,0,Java,,socket.io client library for GWT,J,Information and communication,high
101497199,iview-dashboard,itamaradin15,4,1,Vue,"dashboard, iview2, ui, vuejs",Un ejemplo sencillo de dashboard basada en Vue2 + iView2.0. ,J,Information and communication,high
945682231,ezvg,carlosdtn,4,0,TypeScript,,A Visual Studio Code extension for previewing and converting SVG icons to React components.,J,Information and communication,high
1077623006,larave-test,RiyanPC,4,0,Blade,,,J,Information and communication,low
585025353,Hello-react-front-end,cmolinan,4,0,JavaScript,,This React/Redux front-end project integrates with another Ruby on Rails back-end project,J,Information and communication,high
284489622,Northwind,juvega,4,3,TSQL,,El proposito del presente repositorio es brindar soporte al conjunto de videos creados como parte del proyecto Net Core 3.1 CRUD Web Api.,G,Wholesale and retail trade,high
977704806,mcp-steps,williamscafdev,4,0,TypeScript,,,J,Information and communication,low
822976176,poke_app,williamscafdev,4,1,Dart,,,R,"Arts, entertainment and recreation",medium
678198763,EFOOD,bercode21,4,1,HTML,,EFOOD WEB SITE,I,Accommodation and food services,high
615159717,BERCODER-ECOMMERCE-WEBSITE,bercode21,4,1,HTML,,PAGINA WEB ECOMMERCE ,G,Wholesale and retail trade,high
558055715,portfolio,Juank628,4,0,HTML,,This is my potfolio project. I use this web site to show my most important projects. Developed using HTML and CSS.,J,Information and communication,high
109627134,docker_ci_tools,iesussan,4,3,Shell,"docker, docker-ci, jenkins",A git repository for a docker image imagen with a set of tool to do CI / CD,J,Information and communication,high
948651208,ReinforcementLearning,NONHUMAN-SITE,4,0,Python,,This repository contains implementations of various environments and algorithms for Reinforcement Learning,M,"Professional, scientific activities",high
931817589,SO-ARM100,NONHUMAN-SITE,4,0,Python,,"SO-ARM100 is a low-cost robotics project exploring training methods like Imitation Learning, Reinforcement Learning, VLMs, and Diffusion Policies. It aims to enhance autonomous control and decision-making by integrating advanced AI techniques into an affordable robotic system.",M,"Professional, scientific activities",high
920657397,MIND,NONHUMAN-SITE,4,0,Jupyter Notebook,,"This repository contains the core components of Vision Language Action Models (VLAs). It covers key research papers, architectures, in-depth conceptual explanations, implementations, and more. I hope it serves as a valuable resource to understand the 'MIND' behind these NONHUMAN entities.",M,"Professional, scientific activities",high
